total_num_patients, total_num_ed_patients, total_num_patients_entered,total_num_ed_patients_entered,mortality_rate,total_num_deceased_patients,total_num_lwbs,ed_throughput_per_day,avg_queue_length_ed,avg_queue_length_radio,avg_queue_length_lab,avg_queue_length_treat_phy,avg_queue_length_mon_nurse,avg_queue_length_surgery,avg_edwin_score,avg_door_to_doctor_time,avg_waiting_time_icu,avg_inward_utilization,avg_icu_utilization,avg_waiting_time_ed,avg_total_waiting_time,throughput_overall,rate_target_time_mts_full,rejected_Patients_ED,postponed_Patients_RAD,postponed_Patients_OR,postponed_Patients_LAB,avg_queue_length_lab,avg_doctor_utilization_surgery
16909.0,8347.0,17587.0,11893.0,39.49,139.0,21.0,163.66666666666666,0.8797389251492849,6.8576186511240635,7.6161532056619485,1.1390507910074938,0.0,0.0,0.023127886892458083,133.72680628650767,0.0,0.566221266974847,0.528287274449099,5.236422663469969,72.6091442399547,331.54901960784315,3.0,0,0,0,0,7.6161532056619485,0.37582528775641544,
17215.0,8350.0,17945.0,11967.0,40.86,143.0,0.0,163.72549019607843,0.10498541869184835,3.784346378018318,6.7318900915903415,1.318068276436303,0.0,0.0,0.0020420242630900414,126.47803895863431,0.0,0.5967941286527725,0.5366118821523778,0.7178303963138847,53.11439379622139,337.54901960784315,0.0,0,0,0,0,6.7318900915903415,0.4766275785735718,
17444.0,8280.0,18190.0,11995.0,49.58,176.0,0.0,162.35294117647058,0.4204971531731704,7.294754371357202,9.727726894254788,1.3780183180682763,0.0,8.326394671107411E-4,0.01087470097669931,130.5271000332488,27.004687739781215,0.6456904805709094,0.6089062170212395,2.8507511788581414,78.92664909397818,342.03921568627453,2.0,0,0,0,0,9.727726894254788,0.6388889535237127,
17717.0,8423.0,18464.0,11925.0,56.96,225.0,18.0,165.15686274509804,1.0019441744202193,11.684429641965028,9.261448792672773,0.6661115736885929,0.0,0.02997502081598668,0.02873649040385093,125.17405333135201,0.0,0.6520874489808124,0.6275517897323469,6.42380607724203,94.46817203699536,347.3921568627451,4.0,5,0,0,0,9.261448792672773,0.7398573475559407,
17908.0,8427.0,18659.0,11928.0,51.12,205.0,0.0,165.23529411764707,0.16039438966810166,4.1207327227310575,5.322231473771857,0.720233139050791,0.0,0.1482098251457119,0.004285029430741337,122.14682159274756,0.0,0.6852547739613561,0.6130926789638765,1.0732326995041253,47.77786160469209,351.1372549019608,1.0,0,0,0,0,5.322231473771857,0.8099731222162646,
18084.0,8348.0,19040.0,12039.0,74.74,284.0,5.0,163.68627450980392,0.35883905013192613,10.177352206494588,6.551207327227311,0.9850124895920067,0.0,12.104079933388842,0.011387242083016438,123.1220042132059,300.6720641920769,0.7543401462243028,0.627510401264718,2.4087940575115487,101.78120623680952,354.5882352941176,1.0,0,0,0,0,6.551207327227311,0.9448931204985627,
18161.0,8486.0,19383.0,12055.0,69.42,252.0,1.0,166.3921568627451,0.7860019441744203,7.724396336386345,6.885928393005829,1.1182348043297252,0.0,167.45462114904245,0.022066949148547812,134.6258567624084,5.901302031579216,0.7546219849362231,0.628397841928926,5.363719026378998,89.24299117442115,356.0980392156863,4.0,0,0,0,0,6.885928393005829,0.9634917152567455,
18142.0,8437.0,19472.0,11987.0,69.05,261.0,1.0,165.4313725490196,0.4913206499097348,5.588676103247294,7.13572023313905,0.9850124895920067,0.0,262.11157368859284,0.013438176796836248,135.1411233620914,9.652070343578782,0.7591172525510376,0.6432717901867209,3.2494913949694877,71.1763108629105,355.72549019607845,2.0,0,0,0,0,7.13572023313905,0.9654202363914293,
18097.0,8412.0,19680.0,11990.0,56.38,221.0,1.0,164.94117647058823,0.7582280238855714,8.806827643630308,11.607826810990842,0.7785179017485429,0.0,345.9208992506245,0.020307946575119765,148.02377986467903,1.6153316931919557,0.7553959749405554,0.5445209265385639,4.927534929400176,122.44255296591103,354.84313725490193,4.0,0,0,0,0,11.607826810990842,0.9698897474044287,
18154.0,8454.0,19989.0,12066.0,63.97,229.0,2.0,165.76470588235293,0.48687682266351895,9.63946711074105,9.105745212323065,2.749375520399667,0.0,432.6885928393006,0.013639438725304674,145.7760912551324,3.989407019729931,0.7644348890437669,0.5956806418417547,3.0966501446952095,134.09684333206377,355.96078431372547,2.0,0,0,0,0,9.105745212323065,0.9704246590796004,
18077.0,8305.0,20120.0,11862.0,61.6,223.0,1.0,162.84313725490196,0.3264824329954173,6.953372189841798,6.631973355537053,1.3205661948376353,0.0,591.9392173189009,0.009191598541619357,151.49632471061716,0.0,0.745160905018211,0.5602005854371126,2.2812377763251357,69.83865014403446,354.45098039215685,1.0,0,0,0,0,6.631973355537053,0.965574434101864,
18419.0,8541.0,20810.0,12258.0,74.57,261.0,0.0,167.47058823529412,0.2903763366199139,8.197335553705246,10.446294754371356,1.466278101582015,0.0,766.3971690258119,0.00873170941603498,154.06263559869012,22.004314826876854,0.7822539525712484,0.631626492275348,1.904413561848621,134.82739510822486,361.15686274509807,1.0,0,0,0,0,10.446294754371356,0.9715456450161583,
18169.0,8335.0,20661.0,11910.0,57.71,217.0,0.0,163.4313725490196,0.0759616719900014,4.971690258118235,8.27976686094921,0.7735220649458784,0.0,816.421315570358,0.0014405707161743795,155.17027296969832,0.0,0.7549514288903035,0.5134107091836058,0.5276272647751824,67.08656832097482,356.2549019607843,0.0,0,0,0,0,8.27976686094921,0.9702532875524384,
17973.0,8403.0,20866.0,11994.0,68.63,245.0,17.0,164.76470588235293,0.8223857797528121,9.344712739383846,8.452955870108243,1.2814321398834305,0.0,1046.1307243963363,0.02640753466627738,162.9502958433544,0.17964157247505602,0.7533418334781137,0.584170850486156,5.199556373591768,122.60603282030192,352.4117647058824,3.0,0,0,0,0,8.452955870108243,0.9716545636229904,
18069.0,8297.0,21100.0,11823.0,66.93,255.0,0.0,162.68627450980392,0.018191917789195947,2.610324729392173,3.8467943380516236,1.0133222314737718,0.0,1059.9042464612824,2.9832117415381365E-4,156.88043539029078,3.1128423925674014,0.7606726516112301,0.5975816009119082,0.12086423433877931,63.08463762447426,354.29411764705884,0.0,0,0,0,0,3.8467943380516236,0.9717829355268872,
18252.0,8500.0,21623.0,12089.0,68.61,247.0,1.0,166.66666666666666,0.541035967226774,8.311407160699417,9.711074104912573,0.9242298084929226,0.0,1236.1440466278102,0.014403894803041349,164.66994457295593,35.211170084951014,0.7609434815586488,0.6064630301257339,3.6542776688107006,84.99711124608196,357.88235294117646,2.0,0,0,0,0,9.711074104912573,0.9720084846657887,
18021.0,8350.0,21535.0,11865.0,77.38,284.0,0.0,163.72549019607843,0.11553950840161088,6.8825978351373855,7.398834304746045,1.1956702747710242,0.0,1351.948376353039,0.0029015623103882883,166.28854748750294,21.236853533353177,0.7599947383280065,0.6648178702309164,0.7727019749077865,76.19929949106256,353.3529411764706,1.0,0,0,0,0,7.398834304746045,0.9717508789348135,
18102.0,8468.0,21945.0,12001.0,63.42,241.0,1.0,166.0392156862745,0.2792667685043744,10.024979184013322,5.398834304746045,0.6910907577019151,0.0,1481.6927560366362,0.006890459838523953,165.24490768295186,0.0,0.7543698428251189,0.48307524826982656,1.7366335774913422,78.10921680095805,354.94117647058823,1.0,0,0,0,0,5.398834304746045,0.971437336133376,
18305.0,8451.0,22223.0,12049.0,65.69,247.0,0.0,165.7058823529412,0.1795583946674073,6.020815986677769,7.2181515403830145,0.7676935886761033,0.0,1497.6702747710242,0.004533922456486987,166.20412425203128,1.7553621107561588,0.7562361572440257,0.6136810732258324,1.1810242767195058,73.21548187514503,358.921568627451,1.0,0,0,0,0,7.2181515403830145,0.9723665539530505,
18163.0,8482.0,22584.0,12150.0,61.48,233.0,0.0,166.31372549019608,0.05693653659213998,4.97751873438801,7.940049958368027,0.93255620316403,0.0,1770.7268942547876,0.001782973363947552,169.6841339618716,50.04400867121073,0.7633736907430366,0.6409162030333007,0.39612898121116175,115.71969006844706,356.1372549019608,0.0,0,0,0,0,7.940049958368027,0.9729372379845478,
