total_num_patients,total_num_ed_patients,mortality_rate,total_num_deceased_patients,total_num_lwbs,ed_throughput_per_day,avg_queue_length_ed,avg_queue_length_radio,avg_queue_length_lab,avg_queue_length_treat_phy,avg_queue_length_mon_nurse,avg_queue_length_surgery,avg_edwin_score,avg_door_to_doctor_time,avg_waiting_time_icu,avg_inward_utilization,avg_icu_utilization,avg_waiting_time_ed,avg_total_waiting_time,throughput_overall,rate_target_time_mts_full,rejected_Patients_ED,postponed_Patients_RAD,postponed_Patients_OR,postponed_Patients_LAB,avg_queue_length_lab
8126.0,1174.0,0.69,56.0,0.0,15.666666666666666,0.0,0.08159866777685262,0.002497918401332223,0.0,0.0,0.0,0.0,57.09771353205319,0.0,0.16735523261802068,0.06504221111883704,0.0,3.7695255934179652,154.68627450980392,0.0,0,0,0,0,0.002497918401332223,
9477.0,2441.0,0.77,73.0,0.0,33.549019607843135,0.0,0.07743547044129892,0.002497918401332223,8.326394671107411E-4,0.0,0.0,0.0,80.33474037894617,0.0,0.20620098058670136,0.15526518480879878,0.0,5.162579614087505,179.7450980392157,0.0,0,0,0,0,0.002497918401332223,
10543.0,3593.0,0.67,71.0,0.0,48.78431372549019,0.0,0.14238134887593673,0.026644462947543714,0.009159034138218152,0.0,0.0,0.0,91.24721291765091,0.0,0.25963616602191814,0.1995920534945217,0.0,6.687256782420101,200.05882352941177,0.0,0,0,0,0,0.026644462947543714,
11762.0,4694.0,0.75,88.0,0.0,64.68627450980392,0.0,0.18900915903413823,0.06328059950041633,0.002497918401332223,0.0,0.0,0.0,100.82752039043429,0.0,0.2916194116395251,0.20785113507251396,0.0,8.937060536089358,222.68627450980392,0.0,0,0,0,0,0.06328059950041633,
13107.0,5935.0,0.9,118.0,0.0,81.05882352941177,0.0,0.45545378850957535,0.186511240632806,0.04079933388842631,0.0,0.0,0.0,105.64181312789485,0.0,0.35980566365970645,0.27340452774444346,9.192722554975971E-5,11.54678682747454,248.2156862745098,0.0,0,0,0,0,0.186511240632806,
14412.0,7292.0,0.74,107.0,0.0,101.47058823529412,0.0,1.2756036636136552,0.30308076602830974,0.05245628642797669,0.0,0.0,0.0,108.78487669095213,0.0,0.42243980744546866,0.2883222294800514,7.079853945499761E-4,17.13300919407515,272.5882352941176,0.0,0,0,0,0,0.30308076602830974,
15515.0,8366.0,0.83,129.0,0.0,114.2156862745098,0.0011109568115539507,3.203164029975021,0.6602830974188176,0.17069109075770192,0.0,0.0016652789342214821,0.0,116.13289102138401,0.0,0.46415463225770137,0.4198745670270432,0.013605095227015416,26.98737511152078,292.6862745098039,0.0,0,0,0,0,0.6602830974188176,
16578.0,9501.0,0.87,144.0,0.0,131.2156862745098,0.2745452020552701,7.884263114071607,1.0907577019150707,0.16069941715237301,0.0,0.01498751040799334,0.006278602630600966,119.42603512799965,0.0,0.5080001217226828,0.4816630536900299,2.4373427083326193,49.549636471077235,312.52941176470586,2.0,0,0,0,0,1.0907577019150707,
18060.0,10892.0,0.89,161.0,38.0,150.05882352941177,3.2935703374531315,21.745212323064113,4.237302248126561,0.5778517901748543,0.0,0.004995836802664446,0.08985901258746803,134.47875678126786,0.0,0.5723439110005337,0.4559282938621722,23.08508707236188,123.97150973328148,339.37254901960785,13.0,0,0,0,0,4.237302248126561,
19036.0,12122.0,0.64,121.0,295.0,168.6078431372549,12.418414109151506,33.93172356369692,3.437135720233139,0.5978351373855121,0.0,0.07160699417152373,0.3580347406664018,164.71319428390836,0.0,0.5757875049517581,0.5110546179205522,73.03194975111164,184.35993824195782,353.03921568627453,33.0,9,0,0,0,3.437135720233139,
20309.0,13140.0,0.8,162.0,493.0,182.2941176470588,15.517150395778364,34.53871773522065,7.148209825145712,0.7543713572023314,0.0,0.10241465445462115,0.4573792609231821,177.78439889656863,16.921954437509477,0.5520275283350232,0.555715444109616,83.93708044033387,198.22984490206235,372.05882352941177,41.0,70,0,0,0,7.148209825145712,
21550.0,14407.0,0.65,141.0,1090.0,195.2941176470588,27.71240105540897,36.95670274771024,6.258118234804329,0.6835970024979184,0.0,0.026644462947543714,0.8320068456152968,209.77108356143083,0.033550051629645916,0.5909747454341155,0.6125353403622339,134.59041338484644,224.6606129947066,382.3137254901961,62.0,156,0,0,0,6.258118234804329,
22849.0,15747.0,0.74,169.0,1908.0,201.2156862745098,35.65560338841828,36.486261448792675,4.73022481265612,0.6769358867610324,0.0,0.02414654454621149,1.0605075945079043,231.87940272405757,0.0,0.5448755422174257,0.6199354251047882,157.83488847708992,225.76178501965862,386.7450980392157,69.0,415,0,0,0,4.73022481265612,
23911.0,16783.0,0.66,157.0,1903.0,211.4313725490196,36.315928343285655,36.475437135720234,5.962531223980017,0.6436303080766028,0.0,0.07077435470441298,1.12069164645143,235.3496499875264,33.380288584354815,0.5559813324849379,0.5032325067629133,154.93308523064667,225.82150408141538,401.19607843137254,72.0,769,0,0,0,5.962531223980017,
25101.0,18025.0,0.65,162.0,2587.0,215.58823529411765,41.47493403693932,35.189009159034136,5.4970857618651126,0.9367194004995837,0.0,0.03663613655287261,1.300966316734428,246.28681901252628,27.067436598131792,0.5841690236499096,0.5706751777232997,169.61503060460805,227.78624681463543,404.11764705882354,75.0,1104,0,0,0,5.4970857618651126,
26068.0,19025.0,0.53,138.0,2723.0,221.07843137254903,43.84877100402722,33.65195670274771,6.323064113238967,0.8709408825978351,0.0,0.01498751040799334,1.3854043940378222,253.71685374888247,3.3588295644270247,0.5587738394362232,0.5973926080514316,176.89513746504556,226.98799746283387,408.47058823529414,76.0,1608,0,0,0,6.323064113238967,
27455.0,20354.0,0.61,168.0,3689.0,211.72549019607843,49.48271073462019,36.22897585345545,4.917568692756037,0.5895087427144047,0.0,0.04579517069109076,1.5536237082604691,282.2238820493349,84.86089628844458,0.5778716982710713,0.668141740202382,202.66290877579965,256.8247025537285,397.8235294117647,76.0,2600,0,0,0,4.917568692756037,
28450.0,21513.0,0.57,163.0,3544.0,225.2549019607843,48.68490487432301,32.512073272273106,5.253122398001666,0.6094920899250624,0.0,0.020815986677768527,1.5743807506791503,269.7549918948741,165.58459649685403,0.6207509105941812,0.7069008626656189,189.8109680870767,234.4907348866053,412.27450980392155,78.0,3016,0,0,0,5.253122398001666,
29882.0,22777.0,0.56,166.0,4042.0,226.47058823529412,51.705735314539645,32.53039134054954,3.87676935886761,0.5911740216486261,0.0,0.019150707743547043,1.664377563469466,293.50624298977567,115.18001010525799,0.5709600242390759,0.570906874550903,206.29683834551537,247.72890364912297,415.88235294117646,77.0,3789,0,0,0,3.87676935886761,
31020.0,23982.0,0.61,190.0,4226.0,229.2156862745098,52.31787251770587,30.86761032472939,5.154038301415487,0.6744379683597003,0.0,0.07993338884263114,1.7097620288398823,296.9519460936838,369.88064589048963,0.5721152723003917,0.7122439776904237,205.00485584788223,253.9967798241196,417.7843137254902,79.0,4636,0,0,0,5.154038301415487,
